Budget,ActorPopularity,Genre,Rating
37417881,0.77,Romance,4.8
116113089,0.42,Crime,4.0
48265989,0.3,Crime,4.0
13526756,0.69,Horror,4.0
228610912,0.79,Sci-Fi,7.0
132429964,0.39,Crime,4.0
62869025,0.61,Thriller,4.4
25493930,0.42,Drama,4.0
25911098,0.44,Romance,4.0
34406947,0.9,Drama,6.2
130260306,0.31,Fantasy,4.0
91393133,0.92,Animation,6.7
160271883,0.78,Sci-Fi,5.3
102947099,0.59,Thriller,4.0
64381407,0.42,Comedy,4.0
313624066,0.83,Action,8.3
96323560,0.38,Crime,4.0
299949261,0.48,Sci-Fi,6.1
37475058,0.59,Thriller,4.0
165958441,0.79,Sci-Fi,5.4
35415588,0.84,Drama,4.4
10901586,0.72,Horror,4.1
46117963,0.77,Romance,4.4
331728896,0.39,Action,5.3
14339722,0.77,Indie,4.5
15203287,0.8,Indie,4.0
89759271,0.34,Comedy,4.0
216414958,0.92,Sci-Fi,7.9
137675971,0.71,Crime,5.8
82878157,0.47,Action,4.0
16243827,0.76,Horror,4.0
41039404,0.69,Animation,4.0
162295683,0.93,Animation,7.3
14016174,0.52,Drama,4.0
25475551,0.38,Drama,4.0
41501457,0.89,Drama,6.0
13099466,0.93,Indie,4.6
23566570,0.86,Horror,4.9
114023067,0.6,Animation,4.0
17484446,0.82,Indie,4.0
115450010,0.84,Crime,5.1
11661940,0.46,Drama,4.0
8487993,0.78,Horror,4.0
70949941,0.6,Adventure,4.8
160244752,0.61,Animation,4.4
5967858,0.38,Indie,4.0
9061774,0.87,Horror,4.5
21899446,0.91,Horror,4.6
71107490,0.66,Fantasy,4.3
30312681,0.47,Thriller,4.0
59111700,0.32,Comedy,4.0
46373347,0.57,Crime,4.0
58424580,0.4,Comedy,4.0
17101265,0.61,Indie,4.1
246632223,0.3,Fantasy,4.9
113532396,0.95,Crime,6.1
5339265,0.44,Indie,4.0
67977444,0.52,Crime,4.0
88438064,0.95,Comedy,5.5
54247519,0.42,Thriller,4.0
31970652,0.31,Thriller,4.0
74008708,0.49,Thriller,4.0
50687604,0.38,Crime,4.0
118769387,0.85,Thriller,5.2
111002225,0.39,Crime,4.0
41403575,0.44,Romance,4.0
83946652,0.48,Thriller,4.0
71711868,0.85,Comedy,5.2
104649276,0.59,Thriller,4.0
38106627,0.76,Romance,4.6
6203275,0.93,Indie,5.0
100421060,0.36,Crime,4.0
79103912,0.5,Comedy,4.2
70320166,0.87,Crime,5.6
22076892,0.33,Horror,4.0
137784580,0.65,Action,4.8
128016265,0.54,Adventure,4.4
34367094,0.38,Animation,4.0
20227780,0.87,Drama,4.4
114540089,0.5,Thriller,4.0
180781971,0.72,Adventure,5.3
22164558,0.43,Drama,4.0
139610056,0.89,Fantasy,5.4
34809081,0.3,Animation,4.0
52010058,0.62,Drama,4.5
129891118,0.71,Crime,5.3
235556179,0.55,Fantasy,5.6
14253907,0.85,Indie,4.0
8931197,0.43,Drama,4.0
7315652,0.88,Indie,4.2
49482265,0.74,Crime,4.6
145184225,0.84,Crime,5.7
28827555,0.62,Horror,4.0
142523353,0.41,Action,4.0
15940645,0.96,Indie,5.1
125130401,0.44,Adventure,4.0
26834659,0.53,Thriller,4.0
15488399,0.97,Indie,5.8
19599373,0.98,Indie,4.6
85243366,0.65,Thriller,4.6
139614173,0.89,Crime,5.9
90211103,0.59,Action,4.0
50950066,0.91,Comedy,5.0
91391040,0.64,Adventure,5.1
37086607,0.77,Romance,4.0
27367535,0.43,Horror,4.0
226267487,0.45,Sci-Fi,5.5
47406255,0.88,Romance,5.4
95207609,0.9,Adventure,6.1
75950146,0.87,Thriller,5.5
13088170,0.84,Indie,5.0
49731135,0.44,Drama,4.0
79812367,0.39,Comedy,4.0
202120103,0.37,Fantasy,4.0
141510935,0.46,Adventure,4.1
272622168,0.9,Action,7.3
19724911,0.86,Drama,5.7
114180202,0.53,Action,4.0
122396947,0.68,Sci-Fi,4.9
30839818,0.82,Romance,5.0
101804130,0.91,Animation,6.5
57955410,0.78,Animation,5.6
182711412,0.95,Adventure,7.3
28672496,0.86,Comedy,4.0
37420574,0.73,Comedy,4.7
17538275,0.8,Romance,4.7
163785815,0.8,Animation,5.4
78819941,0.53,Crime,4.0
207872279,0.96,Sci-Fi,7.6
211703057,0.87,Action,6.7
19945750,0.42,Horror,4.0
14925378,0.55,Indie,4.0
58546816,0.81,Drama,5.1
127042570,0.85,Sci-Fi,5.7
81572793,0.95,Thriller,5.7
78556533,0.94,Crime,5.9
117356116,0.36,Action,4.0
37130097,0.34,Drama,4.0
116096076,0.4,Crime,4.0
125746835,0.84,Crime,6.6
17069551,0.57,Horror,4.0
111691089,0.79,Animation,5.2
7530309,0.86,Romance,5.2
109422917,0.78,Fantasy,5.1
236143050,0.72,Sci-Fi,6.5
152677505,0.9,Adventure,6.8
46480587,0.9,Thriller,4.4
119789761,0.57,Animation,4.8
42928130,0.97,Drama,5.5
83675400,0.68,Comedy,4.4
51478506,0.32,Crime,4.0
99441616,0.46,Animation,4.1
15184997,0.97,Indie,4.6
280241504,0.48,Action,5.5
21406597,0.81,Comedy,5.1
139983326,0.69,Adventure,4.4
22844223,0.85,Romance,5.5
261836624,0.91,Fantasy,7.6
92770382,0.54,Animation,4.0
5696663,0.79,Indie,4.2
118246637,0.52,Sci-Fi,4.2
37488200,0.37,Romance,4.0
30998762,0.36,Thriller,4.0
39960802,0.45,Drama,4.0
100632831,0.57,Crime,4.5
55392370,0.7,Thriller,4.4
191410179,0.8,Adventure,6.1
17686908,0.64,Drama,4.0
94731570,0.96,Adventure,6.1
61690994,0.77,Animation,4.8
164202668,0.94,Action,6.4
69844029,0.38,Comedy,4.0
4351644,0.66,Horror,4.0
15564784,0.51,Horror,4.0
17538840,0.83,Drama,4.8
12512087,0.45,Horror,4.0
60559891,0.38,Adventure,4.0
304183952,0.63,Action,6.2
150683736,0.83,Adventure,5.9
5456350,0.82,Indie,4.4
180777000,0.75,Adventure,5.3
11912447,0.36,Indie,4.0
179958767,0.56,Fantasy,5.4
43305523,0.33,Romance,4.0
134457310,0.74,Adventure,5.9
1832287,0.69,Indie,4.1
11363221,0.68,Indie,4.0
52857825,0.43,Animation,4.0
273370772,0.34,Fantasy,4.7
291476533,0.62,Sci-Fi,6.9
86384965,0.42,Comedy,4.0
155843645,0.86,Sci-Fi,6.7
189246940,0.36,Fantasy,4.0
33964198,0.7,Romance,4.0
262512786,0.6,Action,5.8
115196698,0.56,Animation,4.0
87716383,0.41,Comedy,4.0
28780027,0.36,Horror,4.0
111081300,0.42,Thriller,4.0
19177429,0.32,Romance,4.0
33253224,0.52,Thriller,4.0
24309677,0.56,Romance,4.0
21962963,0.44,Comedy,4.0
133482600,0.64,Fantasy,5.1
35445960,0.48,Thriller,4.0
139273756,0.34,Animation,4.0
61372112,0.92,Crime,4.9
57248727,0.47,Animation,4.0
28442221,0.69,Drama,4.2
97166896,0.44,Crime,4.4
43268297,0.97,Romance,5.9
143750183,0.95,Animation,6.7
80537439,0.85,Action,6.1
147644808,0.74,Fantasy,4.8
338871778,0.49,Action,5.7
81023340,0.98,Crime,6.8
247077466,0.87,Sci-Fi,6.8
57605727,0.66,Drama,4.0
68056925,0.77,Comedy,5.2
19672339,0.98,Indie,5.9
253865165,0.64,Sci-Fi,6.5
75987725,0.73,Crime,5.7
16190698,0.49,Indie,4.0
29926388,0.44,Romance,4.0
8065327,0.92,Romance,4.3
335834534,0.3,Action,4.4
35726901,0.68,Drama,4.7
165439052,0.67,Adventure,5.8
117411506,0.35,Crime,4.0
89750614,0.76,Crime,5.0
100706579,0.54,Thriller,4.0
1282910,0.38,Indie,4.0
209340407,0.31,Sci-Fi,4.3
25835614,0.93,Horror,4.4
55691933,0.85,Comedy,4.5
157441851,0.33,Adventure,4.0
8015772,0.3,Indie,4.0
83161787,0.38,Crime,4.0
162610154,0.42,Animation,4.0
19981978,0.76,Indie,4.4
12386277,0.7,Drama,4.6
25423103,0.93,Drama,6.1
103639355,0.43,Animation,4.0
18882549,0.72,Indie,4.3
60524781,0.94,Adventure,5.8
36960906,0.88,Crime,5.0
56780435,0.38,Thriller,4.0
157031858,0.65,Adventure,4.4
8534587,0.33,Indie,4.0
150490341,0.52,Animation,4.3
12490102,0.9,Romance,5.3
8570819,0.97,Indie,5.0
48552306,0.43,Comedy,4.0
27982357,0.32,Comedy,4.0
259477304,0.87,Action,6.8
123984063,0.95,Adventure,6.8
41874801,0.84,Romance,5.5
236313630,0.6,Fantasy,4.9
93507824,0.36,Adventure,4.0
282612469,0.51,Action,6.2
32117564,0.34,Comedy,4.0
241851050,0.72,Action,6.2
22488001,0.68,Comedy,4.0
73912988,0.37,Thriller,4.0
250947417,0.84,Sci-Fi,7.2
163057747,0.62,Adventure,4.9
236223437,0.37,Fantasy,4.7
135082970,0.32,Crime,4.0
121668810,0.37,Fantasy,4.0
3266416,0.7,Indie,4.3
103817935,0.73,Fantasy,4.5
84612320,0.79,Thriller,4.8
126956234,0.84,Sci-Fi,5.1
22613313,0.6,Horror,4.0
27883489,0.7,Romance,4.0
17892454,0.62,Drama,4.0
15375880,0.96,Horror,4.7
121039935,0.4,Crime,4.0
44658532,0.59,Animation,4.0
261947616,0.92,Sci-Fi,8.0
19707437,0.75,Romance,4.5
148891174,0.88,Adventure,6.3
48345981,0.5,Romance,4.0
75975394,0.9,Comedy,6.0
118896317,0.93,Adventure,6.4
8726713,0.62,Indie,4.0
148990408,0.85,Adventure,5.8
44728879,0.86,Thriller,4.1
119584115,0.54,Action,4.3
27500239,0.6,Drama,4.1
9946402,0.96,Romance,4.6
8843390,0.45,Horror,4.0
30804765,0.88,Drama,4.9
95769222,0.42,Sci-Fi,4.0
17817734,0.87,Comedy,4.0
135684928,0.9,Crime,6.1
171892242,0.61,Sci-Fi,4.9
18499761,0.94,Romance,5.8
186425305,0.9,Fantasy,5.9
16777482,0.84,Drama,4.5
113194602,0.55,Thriller,4.1
62822896,0.93,Crime,6.2
120761725,0.88,Fantasy,5.5
29990273,0.47,Drama,4.0
7243244,0.88,Horror,4.9
116166782,0.79,Adventure,5.9
112528662,0.34,Crime,4.0
130815803,0.65,Crime,5.1
108049548,0.52,Adventure,4.0
17216758,0.79,Indie,4.3
22501389,0.57,Horror,4.0
244412519,0.32,Fantasy,4.0
211354318,0.89,Sci-Fi,6.7
17261400,0.9,Horror,4.5
24081168,0.67,Romance,4.0
54600674,0.6,Comedy,4.0
81044218,0.62,Fantasy,4.3
80552489,0.62,Thriller,4.0
145099522,0.49,Adventure,4.0
122757633,0.48,Adventure,4.0
54529512,0.87,Comedy,5.0
40490324,0.83,Crime,5.7
30916596,0.35,Comedy,4.0
179592438,0.43,Sci-Fi,4.0
28005143,0.85,Horror,4.5
9396898,0.78,Horror,4.5
19224272,0.92,Indie,4.2
12457157,0.86,Horror,4.6
74459981,0.86,Thriller,5.6
333405213,0.74,Action,8.1
34676128,0.45,Drama,4.0
217356048,0.46,Sci-Fi,4.9
155825987,0.79,Animation,5.8
57020192,0.88,Comedy,5.0
15015279,0.44,Indie,4.0
38081000,0.55,Animation,4.0
28506585,0.94,Drama,4.8
141977700,0.54,Crime,4.2
112041525,0.81,Thriller,5.7
19038997,0.5,Indie,4.0
78646034,0.93,Fantasy,5.1
45130644,0.73,Romance,4.5
224049398,0.89,Fantasy,7.7
194860592,0.34,Sci-Fi,4.0
89162386,0.52,Adventure,4.5
70888822,0.36,Crime,4.0
77683827,0.32,Animation,4.0
67204407,0.43,Adventure,4.0
58093356,0.44,Thriller,4.0
48784960,0.61,Animation,4.0
172248228,0.52,Action,5.3
41076941,0.97,Thriller,4.8
84189781,0.81,Thriller,4.8
124878431,0.89,Sci-Fi,5.7
16930974,0.41,Indie,4.0
22712958,0.44,Horror,4.0
133938124,0.44,Adventure,4.6
77171827,0.86,Adventure,5.5
231158531,0.52,Sci-Fi,5.3
183535221,0.61,Adventure,4.4
53642865,0.74,Comedy,5.0
26961446,0.57,Romance,4.0
35853719,0.47,Drama,4.0
15498085,0.61,Indie,4.1
54877020,0.69,Drama,4.4
208685409,0.9,Action,6.3
102173911,0.5,Crime,4.7
8289863,0.92,Indie,4.7
62542597,0.98,Animation,5.2
82698729,0.82,Comedy,4.7
104248661,0.47,Adventure,4.0
67172026,0.35,Adventure,4.0
16498925,0.56,Indie,4.0
196481454,0.33,Sci-Fi,4.0
5579528,0.52,Indie,4.0
183844577,0.35,Adventure,4.0
281550584,0.95,Sci-Fi,7.3
8414562,0.42,Horror,4.0
38788294,0.5,Comedy,4.0
42609429,0.35,Thriller,4.0
66675298,0.4,Crime,4.0
281773585,0.32,Sci-Fi,5.0
208664078,0.77,Sci-Fi,6.8
57593363,0.57,Animation,4.0
82504896,0.33,Action,4.0
157028274,0.55,Sci-Fi,4.2
17152643,0.59,Comedy,4.0
19895090,0.76,Romance,4.0
37532859,0.79,Comedy,4.0
58906157,0.85,Animation,5.0
55440639,0.72,Crime,5.3
77429121,0.38,Thriller,4.0
28700847,0.42,Romance,4.0
7804056,0.56,Romance,4.0
52373949,0.74,Comedy,4.1
44334741,0.58,Comedy,4.0
87330376,0.78,Adventure,5.5
116025705,0.47,Fantasy,4.0
49337232,0.77,Romance,4.8
5460438,0.53,Indie,4.0
11669201,0.97,Indie,5.4
59977061,0.31,Comedy,4.0
162642040,0.65,Adventure,5.6
33567958,0.46,Animation,4.0
56452961,0.46,Comedy,4.0
256367230,0.35,Sci-Fi,4.0
139621910,0.44,Adventure,4.0
35087753,0.46,Crime,4.0
148232011,0.39,Adventure,4.0
302744196,0.74,Action,6.7
202948818,0.88,Action,6.5
145248696,0.67,Sci-Fi,5.8
63331368,0.84,Crime,5.6
253225720,0.89,Sci-Fi,7.3
37686336,0.73,Drama,4.0
78786433,0.95,Adventure,5.1
21704973,0.39,Drama,4.0
84861049,0.46,Animation,4.0
16672411,0.51,Indie,4.0
203821136,0.42,Sci-Fi,4.0
22341507,0.6,Horror,4.0
29215706,0.63,Horror,4.0
33725734,0.56,Romance,4.0
87819218,0.71,Thriller,4.4
40346521,0.31,Drama,4.0
55296396,0.7,Comedy,4.0
6895490,0.47,Indie,4.0
136027833,0.56,Adventure,4.6
59725929,0.39,Comedy,4.0
20725573,0.3,Drama,4.0
13558008,0.63,Indie,4.2
119615590,0.55,Thriller,4.0
108961498,0.35,Crime,4.0
66650472,0.93,Comedy,4.9
54260204,0.82,Thriller,5.1
41199238,0.78,Romance,4.7
10872491,0.74,Romance,4.7
9280959,0.46,Indie,4.0
49342519,0.78,Romance,4.0
116615201,0.4,Crime,4.0
49779316,0.47,Crime,4.0
142946352,0.41,Crime,4.0
66586279,0.57,Comedy,4.0
84596863,0.92,Comedy,6.1
36646859,0.47,Drama,4.0
132754034,0.7,Animation,5.6
3982097,0.37,Indie,4.0
16577339,0.48,Romance,4.0
14353664,0.78,Indie,4.0
40998989,0.3,Drama,4.0
15020370,0.66,Indie,4.0
15460268,0.42,Indie,4.0
5507436,0.43,Indie,4.0
75486666,0.69,Comedy,4.0
105832877,0.81,Sci-Fi,5.9
159619249,0.97,Sci-Fi,7.3
89311929,0.89,Adventure,5.1
5875851,0.56,Horror,4.0
8990895,0.7,Romance,4.0
132077091,0.37,Crime,4.0
102473067,0.37,Action,4.0
281684042,0.71,Action,7.4
19304976,0.62,Horror,4.0
65171003,0.55,Thriller,4.1
23079084,0.94,Romance,5.4
101981404,0.34,Thriller,4.0
13722789,0.3,Romance,4.0
117337405,0.87,Thriller,6.3
145978503,0.89,Action,5.9
9339539,0.55,Indie,4.0
146749702,0.62,Crime,4.9
90839962,0.97,Sci-Fi,6.8
8116040,0.73,Romance,4.5
11922813,0.76,Indie,4.0
167418525,0.8,Adventure,6.4
35716975,0.94,Romance,6.0
86965877,0.8,Adventure,4.8
281110468,0.4,Sci-Fi,5.1
262378464,0.64,Fantasy,5.4
55446284,0.87,Comedy,5.8
105111342,0.91,Adventure,6.6
124666534,0.47,Adventure,4.0
123940196,0.36,Crime,4.0
1980520,0.41,Indie,4.0
57628993,0.45,Thriller,4.0
93043896,0.75,Adventure,5.7
127363473,0.63,Crime,5.4
22019380,0.93,Romance,5.5
87358922,0.74,Fantasy,4.6
13806065,0.74,Indie,4.5
51322048,0.45,Thriller,4.0
29949509,0.36,Comedy,4.0
289881804,0.94,Sci-Fi,8.0
29030058,0.95,Drama,5.8
246858898,0.34,Action,4.5
76867849,0.52,Thriller,4.0
136913185,0.39,Crime,4.1
129630671,0.37,Fantasy,4.0
144805800,0.4,Adventure,4.5
224172808,0.76,Sci-Fi,5.8
7894608,0.81,Horror,4.4
2152388,0.71,Indie,4.0
5142764,0.49,Indie,4.0
198388047,0.73,Fantasy,5.4
26627033,0.96,Horror,4.1
17247673,0.86,Romance,4.2
8552154,0.78,Indie,4.0
40715883,0.79,Drama,4.6
143886191,0.41,Crime,4.0
65286423,0.59,Thriller,4.0
33263907,0.57,Romance,4.0
12474566,0.77,Horror,4.0
135702488,0.37,Animation,4.0
84528613,0.88,Fantasy,5.8
103941399,0.69,Adventure,4.7
138136613,0.91,Adventure,5.8
7565094,0.8,Indie,4.0
4420801,0.76,Indie,4.8
33270231,0.95,Drama,5.6
11780343,0.37,Drama,4.0
11521344,0.38,Drama,4.0
46821889,0.59,Romance,4.0
14555789,0.47,Indie,4.0
85582257,0.51,Thriller,4.0
51808462,0.81,Drama,5.6
118384904,0.36,Crime,4.0
81284717,0.49,Crime,4.0
7778625,0.38,Romance,4.0
196834571,0.45,Adventure,4.7
198714362,0.49,Fantasy,5.0
118612746,0.56,Fantasy,5.0
15551096,0.5,Indie,4.0
11261298,0.79,Romance,4.8
79630990,0.58,Animation,4.4
94633131,0.86,Thriller,5.8
161147702,0.34,Animation,4.3
63309975,0.81,Animation,4.6
45747238,0.42,Crime,4.0
8357287,0.68,Drama,4.6
20253706,0.39,Comedy,4.0
13893562,0.68,Drama,4.7
125424822,0.97,Action,6.4
43535887,0.42,Romance,4.0
30011484,0.47,Crime,4.0
108758111,0.75,Animation,5.1
201652242,0.77,Fantasy,6.1
47679523,0.67,Romance,4.0
21004304,0.46,Comedy,4.0
10221347,0.95,Horror,4.7
248855577,0.54,Sci-Fi,4.9
183283792,0.35,Fantasy,4.0
107210510,0.91,Thriller,5.6
49115380,0.76,Comedy,5.1
43963930,0.44,Drama,4.0
24243976,0.77,Horror,4.0
44825384,0.75,Romance,4.9
114034977,0.59,Fantasy,4.0
70860721,0.32,Thriller,4.0
51255595,0.38,Comedy,4.0
139194514,0.34,Animation,4.0
29381970,0.83,Romance,4.1
163456501,0.31,Sci-Fi,4.0
191638347,0.95,Sci-Fi,7.4
38586265,0.66,Comedy,4.4
201430993,0.36,Fantasy,4.0
145697919,0.68,Fantasy,5.2
171669321,0.52,Action,5.0
31164160,0.85,Drama,5.4
178088242,0.7,Animation,6.2
94244902,0.48,Adventure,4.0
6217421,0.75,Indie,4.0
267413441,0.48,Fantasy,5.9
79680785,0.78,Crime,4.8
182271450,0.78,Fantasy,5.4
38451630,0.64,Romance,4.0
89873032,0.94,Thriller,6.3
171923127,0.73,Sci-Fi,5.0
16640372,0.82,Horror,4.5
40666936,0.35,Crime,4.0
37161108,0.69,Comedy,4.0
21594516,0.93,Horror,5.1
307624472,0.76,Action,7.9
40189165,0.64,Drama,4.5
149196151,0.66,Crime,4.7
182104258,0.92,Action,7.1
15259925,0.78,Indie,4.7
288369279,0.75,Sci-Fi,7.6
41369847,0.71,Animation,5.1
148370716,0.82,Crime,6.7
13041377,0.55,Drama,4.0
10416281,0.59,Romance,4.0
14598972,0.53,Romance,4.0
61639252,0.5,Animation,4.0
10149306,0.3,Horror,4.0
49187415,0.93,Thriller,5.9
99193132,0.86,Crime,5.0
191068030,0.34,Adventure,4.0
148194953,0.5,Adventure,4.0
19492832,0.57,Romance,4.0
86041312,0.43,Thriller,4.0
35562889,0.38,Drama,4.0
59636754,0.75,Drama,4.5
70238966,0.5,Thriller,4.0
43999032,0.85,Drama,4.7
177938917,0.41,Adventure,4.0
20779834,0.54,Thriller,4.0
119706582,0.43,Sci-Fi,4.0
76513148,0.81,Thriller,5.6
52708248,0.44,Drama,4.0
65675021,0.38,Crime,4.0
94207801,0.52,Adventure,4.3
87358318,0.79,Thriller,5.3
37638581,0.37,Thriller,4.0
147712081,0.41,Action,4.0
61743155,0.34,Crime,4.0
100139636,0.8,Thriller,5.0
12469844,0.63,Horror,4.0
255789270,0.4,Sci-Fi,4.9
165467631,0.82,Sci-Fi,6.6
9299835,0.75,Indie,4.0
87666271,0.78,Adventure,5.1
20661361,0.97,Drama,5.8
49961679,0.46,Crime,4.0
227028344,0.97,Action,8.1
22370465,0.72,Thriller,4.0
284200272,0.58,Action,5.7
61061693,0.45,Crime,4.0
309282976,0.74,Action,6.8
15199591,0.49,Horror,4.0
53147569,0.52,Thriller,4.0
80287726,0.34,Action,4.0
166589190,0.62,Sci-Fi,5.7
72835429,0.43,Comedy,4.0
29433295,0.51,Romance,4.0
149958622,0.53,Action,4.8
46521153,0.66,Romance,4.0
67036972,0.44,Crime,4.0
32513454,0.73,Comedy,4.2
182238261,0.43,Action,4.2
25050169,0.94,Comedy,5.2
27338729,0.62,Horror,4.0
71251108,0.33,Animation,4.0
97786799,0.91,Animation,6.3
123238245,0.91,Animation,6.1
4940261,0.92,Indie,4.2
90298247,0.93,Thriller,5.7
169622614,0.71,Action,5.9
27438509,0.33,Drama,4.0
7381748,0.8,Indie,4.1
101466893,0.89,Crime,6.7
37376565,0.81,Drama,4.8
73801036,0.71,Thriller,4.0
165900984,0.69,Action,5.6
324513019,0.64,Action,7.1
13180755,0.88,Horror,4.0
21527110,0.38,Horror,4.0
93945828,0.5,Animation,4.1
7461779,0.48,Horror,4.0
63421297,0.97,Crime,5.5
15187899,0.74,Comedy,4.2
28780978,0.36,Romance,4.0
100877208,0.79,Animation,5.2
149160365,0.52,Fantasy,4.0
270848564,0.45,Action,6.0
25179010,0.96,Drama,5.7
98573003,0.79,Fantasy,5.4
64540283,0.89,Crime,5.8
85340386,0.86,Animation,5.1
9842373,0.7,Horror,4.0
40889845,0.6,Thriller,4.0
69478024,0.4,Thriller,4.0
108724670,0.61,Adventure,4.9
20674174,0.69,Drama,5.0
51457302,0.49,Drama,4.0
34454135,0.77,Drama,4.3
12835105,0.59,Drama,4.0
84023212,0.37,Crime,4.0
1395557,0.71,Indie,4.0
139074865,0.86,Action,6.4
35870689,0.39,Crime,4.0
7786056,0.94,Horror,4.6
137090286,0.67,Action,5.5
3850958,0.44,Indie,4.0
189272905,0.85,Fantasy,6.0
101476854,0.47,Adventure,4.0
24054931,0.67,Horror,4.0
135198548,0.67,Action,4.4
39036775,0.3,Thriller,4.0
204658294,0.56,Sci-Fi,4.9
10579422,0.93,Horror,4.8
148678524,0.79,Crime,6.6
105515662,0.97,Adventure,5.8
14989263,0.35,Horror,4.0
12691120,0.91,Romance,5.0
36764765,0.66,Drama,4.4
87075357,0.4,Crime,4.0
23963408,0.86,Horror,4.0
51385523,0.92,Comedy,5.5
26867491,0.84,Horror,4.6
52013625,0.4,Drama,4.0
188428114,0.85,Adventure,5.8
117537060,0.49,Thriller,4.0
20205245,0.82,Drama,4.7
173771555,0.63,Adventure,5.9
240887134,0.53,Fantasy,5.7
63005229,0.56,Crime,4.0
173282966,0.63,Animation,5.3
193247592,0.36,Sci-Fi,4.4
88877018,0.78,Animation,4.8
189134938,0.98,Action,6.3
157218635,0.95,Animation,7.4
267554531,0.55,Action,6.3
27776800,0.61,Drama,4.5
143031988,0.46,Animation,4.7
153981517,0.38,Action,4.1
33330964,0.8,Drama,5.2
69886613,0.34,Thriller,4.0
89802562,0.62,Fantasy,4.3
10025730,0.4,Drama,4.0
110687058,0.31,Sci-Fi,4.0
40094705,0.82,Thriller,4.6
58204619,0.66,Drama,5.2
170467224,0.79,Adventure,5.9
123314476,0.31,Crime,4.0
97243813,0.71,Action,4.3
8729310,0.57,Drama,4.0
129270938,0.93,Adventure,6.2
8627420,0.59,Indie,4.0
84994685,0.56,Comedy,4.5
8108984,0.57,Indie,4.0
44654960,0.86,Thriller,5.6
90725697,0.86,Fantasy,5.4
34185792,0.86,Romance,4.3
35469049,0.43,Romance,4.0
63680988,0.71,Comedy,4.8
208596645,0.49,Action,4.9
43442071,0.71,Comedy,4.5
9299636,0.68,Horror,4.0
209028954,0.48,Action,5.6
82045916,0.68,Fantasy,4.9
105796059,0.51,Action,4.6
271474551,0.81,Action,7.8
82313696,0.51,Animation,4.0
15691731,0.78,Romance,4.0
119515914,0.64,Thriller,4.5
9589494,0.7,Drama,4.0
80041711,0.5,Fantasy,4.0
81140058,0.9,Adventure,5.0
8770202,0.9,Indie,5.3
48906261,0.82,Crime,4.5
168593439,0.97,Animation,7.1
121647968,0.6,Animation,4.0
15090210,0.72,Horror,4.2
288109567,0.46,Action,6.3
90132199,0.95,Fantasy,6.0
86147234,0.85,Adventure,4.8
21358839,0.89,Horror,4.8
81962870,0.36,Comedy,4.0
8418117,0.35,Horror,4.0
12988073,0.35,Romance,4.0
129241340,0.97,Adventure,7.2
97701019,0.94,Adventure,6.7
70628069,0.55,Adventure,4.0
103172511,0.92,Thriller,5.1
41391900,0.87,Romance,5.7
12602955,0.76,Romance,4.1
25902765,0.33,Horror,4.0
211435010,0.78,Action,6.4
15066429,0.5,Drama,4.0
29795032,0.45,Thriller,4.0
42549776,0.54,Crime,4.0
154783026,0.37,Animation,4.0
68277039,0.82,Comedy,4.4
11326611,0.52,Romance,4.0
117078822,0.78,Adventure,5.3
18253128,0.33,Horror,4.0
99061063,0.74,Adventure,4.7
284163863,0.34,Action,5.3
83539966,0.45,Thriller,4.0
307053635,0.48,Action,6.0
34023738,0.35,Comedy,4.0
26897691,0.61,Horror,4.0
269756298,0.91,Sci-Fi,7.0
129629021,0.91,Action,6.0
8520820,0.44,Horror,4.0
187640903,0.66,Adventure,5.9
15656038,0.54,Indie,4.0
21332984,0.68,Thriller,4.3
110886617,0.79,Sci-Fi,5.5
29725325,0.75,Drama,5.2
11620490,0.31,Indie,4.0
41517231,0.89,Drama,4.8
84544291,0.48,Crime,4.1
93746954,0.73,Adventure,5.1
96157977,0.32,Fantasy,4.0
202790165,0.77,Sci-Fi,6.6
171349570,0.45,Fantasy,4.0
272436316,0.69,Sci-Fi,5.7
8086577,0.51,Romance,4.0
81992183,0.74,Comedy,4.5
67208264,0.54,Thriller,4.0
120147771,0.38,Animation,4.0
70079518,0.42,Thriller,4.0
147004616,0.56,Animation,5.2
15679851,0.73,Indie,4.3
26760181,0.85,Comedy,4.0
32204726,0.72,Crime,4.3
86763571,0.73,Adventure,4.8
235641268,0.88,Action,6.6
162295338,0.38,Adventure,4.4
62058571,0.96,Comedy,6.2
106551565,0.78,Thriller,5.5
281135358,0.83,Action,7.3
25101695,0.48,Horror,4.0
110368905,0.46,Thriller,4.1
24385512,0.31,Thriller,4.0
41827033,0.86,Romance,5.1
18436071,0.95,Romance,5.9
239180207,0.96,Sci-Fi,7.0
82790213,0.86,Crime,6.1
185186311,0.39,Fantasy,4.2
6828984,0.57,Indie,4.0
37353523,0.46,Drama,4.0
41840117,0.38,Drama,4.0
104197247,0.92,Thriller,6.3
29636208,0.44,Drama,4.0
21548620,0.73,Thriller,4.1
122290664,0.69,Action,4.2
5380464,0.97,Indie,5.3
19519505,0.46,Romance,4.0
9503819,0.66,Horror,4.0
54960996,0.75,Thriller,4.0
50106652,0.32,Drama,4.0
29888976,0.61,Comedy,4.0
34036823,0.49,Comedy,4.0
25385959,0.64,Comedy,4.0
194904632,0.37,Sci-Fi,4.6
29875199,0.63,Thriller,4.0
274505463,0.59,Sci-Fi,6.6
90515891,0.85,Crime,5.1
175926521,0.75,Action,6.0
142925102,0.96,Action,7.3
